locus	type	lnL ratio	P-value
dDocent_Contig_51492:48	dDocent_Contig_51492:48	C	3.69216538479651	0.072
dDocent_Contig_83197:69	dDocent_Contig_83197:69	C	7.90894549546637	0
dDocent_Contig_40710:33	dDocent_Contig_40710:33	C	0.371833726978181	0.608
dDocent_Contig_26417:21	dDocent_Contig_26417:21	C	9.74801142528973	0.001
dDocent_Contig_13603:23	dDocent_Contig_13603:23	C	2.1857331292882	0.156
dDocent_Contig_77375:36	dDocent_Contig_77375:36	C	3.83635118672062	0.048
dDocent_Contig_41015:35	dDocent_Contig_41015:35	C	1.44227354450494	0.278
dDocent_Contig_11306:31	dDocent_Contig_11306:31	C	2.63510649275126	0.146
dDocent_Contig_132665:74	dDocent_Contig_132665:74	C	7.24687583117166	0.004
dDocent_Contig_200211:70	dDocent_Contig_200211:70	C	1.20861077375577	0.393
dDocent_Contig_108101:23	dDocent_Contig_108101:23	C	3.42419597085225	0.106
dDocent_Contig_21785:50	dDocent_Contig_21785:50	C	0.62243244251431	0.565
dDocent_Contig_133819:27	dDocent_Contig_133819:27	C	8.3525037283715	0.001
dDocent_Contig_168043:79	dDocent_Contig_168043:79	C	4.3747594198156	0.018
dDocent_Contig_183479:16	dDocent_Contig_183479:16	C	0.945990955576669	0.494
dDocent_Contig_64983:26	dDocent_Contig_64983:26	C	1.66124304666828	0.358
dDocent_Contig_60994:30	dDocent_Contig_60994:30	C	23.3371059780034	0
dDocent_Contig_5640:19	dDocent_Contig_5640:19	C	3.18676875210988	0.078
dDocent_Contig_254953:54	dDocent_Contig_254953:54	C	4.55895067017823	0.043
dDocent_Contig_242798:36	dDocent_Contig_242798:36	C	5.10157822459563	0.02
dDocent_Contig_48684:38	dDocent_Contig_48684:38	C	5.62397478226363	0.012
dDocent_Contig_20738:15	dDocent_Contig_20738:15	C	0.382011799512831	0.763
dDocent_Contig_47087:38	dDocent_Contig_47087:38	C	0.849361059432013	0.493
dDocent_Contig_128593:31	dDocent_Contig_128593:31	C	3.09663934349304	0.108
dDocent_Contig_128593:45	dDocent_Contig_128593:45	C	1.06580207388043	0.452
dDocent_Contig_20380:21	dDocent_Contig_20380:21	C	6.19255851458469	0.001
dDocent_Contig_62788:27	dDocent_Contig_62788:27	C	12.4949894914264	0
dDocent_Contig_130903:74	dDocent_Contig_130903:74	C	11.5995593023296	0
dDocent_Contig_96777:15	dDocent_Contig_96777:15	C	9.76656780642092	0
dDocent_Contig_52259:15	dDocent_Contig_52259:15	C	18.0664672224753	0
dDocent_Contig_18136:48	dDocent_Contig_18136:48	C	20.8222020088362	0
dDocent_Contig_203785:10	dDocent_Contig_203785:10	C	1.33887959068166	0.36
dDocent_Contig_140653:18	dDocent_Contig_140653:18	C	7.52244836582369	0.004
dDocent_Contig_20910:7	dDocent_Contig_20910:7	C	2.27797906231095	0.211
dDocent_Contig_49067:43	dDocent_Contig_49067:43	C	2.77313177169007	0.121
dDocent_Contig_108933:24	dDocent_Contig_108933:24	C	1.08717679742807	0.418
dDocent_Contig_104178:17	dDocent_Contig_104178:17	C	5.83917905479193	0.021
dDocent_Contig_50467:11	dDocent_Contig_50467:11	C	0.865449553901641	0.573
dDocent_Contig_22929:10	dDocent_Contig_22929:10	C	1.47875854433066	0.354
dDocent_Contig_54964:37	dDocent_Contig_54964:37	C	2.00239108543092	0.199
dDocent_Contig_3443:38	dDocent_Contig_3443:38	C	26.6042391518391	0
dDocent_Contig_125310:66	dDocent_Contig_125310:66	C	4.72755305920845	0.015
dDocent_Contig_88866:73	dDocent_Contig_88866:73	C	6.15409310058707	0.009
dDocent_Contig_236672:19	dDocent_Contig_236672:19	C	4.31957711337069	0.037
dDocent_Contig_130903:53	dDocent_Contig_130903:53	C	20.1161844184061	0
dDocent_Contig_14878:16	dDocent_Contig_14878:16	C	1.32440793666584	0.332
dDocent_Contig_48416:50	dDocent_Contig_48416:50	C	7.61509913164286	0.001
dDocent_Contig_196281:25	dDocent_Contig_196281:25	C	2.68171423136268	0.115
dDocent_Contig_236449:9	dDocent_Contig_236449:9	C	4.70015325092088	0.03
dDocent_Contig_108556:11	dDocent_Contig_108556:11	C	1.50327579965617	0.354
dDocent_Contig_254929:42	dDocent_Contig_254929:42	C	0.764286039201345	0.508
dDocent_Contig_92345:50	dDocent_Contig_92345:50	C	1.06529201346405	0.37
dDocent_Contig_59334:12	dDocent_Contig_59334:12	C	13.6927984068233	0
dDocent_Contig_26163:35	dDocent_Contig_26163:35	C	4.17464919287413	0.052
dDocent_Contig_244192:21	dDocent_Contig_244192:21	C	13.9613650120142	0
dDocent_Contig_32277:37	dDocent_Contig_32277:37	C	5.60478965156486	0.013
dDocent_Contig_63127:81	dDocent_Contig_63127:81	C	1.80007936074644	0.199
dDocent_Contig_72657:35	dDocent_Contig_72657:35	C	12.9324597426066	0
dDocent_Contig_62261:65	dDocent_Contig_62261:65	C	13.9418594681015	0
dDocent_Contig_83617:15	dDocent_Contig_83617:15	C	4.01700016115636	0.038
dDocent_Contig_6654:44	dDocent_Contig_6654:44	C	19.1335551335668	0
dDocent_Contig_106939:19	dDocent_Contig_106939:19	C	2.12268649239711	0.198
dDocent_Contig_11635:16	dDocent_Contig_11635:16	C	7.28360850315482	0.005
dDocent_Contig_133813:19	dDocent_Contig_133813:19	C	4.93821299176568	0.03
dDocent_Contig_124218:55	dDocent_Contig_124218:55	C	6.39948135321008	0.01
dDocent_Contig_87662:76	dDocent_Contig_87662:76	C	3.30714645203393	0.065
dDocent_Contig_127408:22	dDocent_Contig_127408:22	C	7.11353322581466	0.013
dDocent_Contig_54202:57	dDocent_Contig_54202:57	C	3.51008278362495	0.075
dDocent_Contig_68164:11	dDocent_Contig_68164:11	C	3.49709360302636	0.085
dDocent_Contig_140977:28	dDocent_Contig_140977:28	C	13.0327663229778	0
dDocent_Contig_57978:56	dDocent_Contig_57978:56	C	6.78035749542336	0.004
dDocent_Contig_74406:17	dDocent_Contig_74406:17	C	4.21650475318164	0.043
dDocent_Contig_52217:10	dDocent_Contig_52217:10	C	2.28809561188733	0.18
dDocent_Contig_149235:60	dDocent_Contig_149235:60	C	3.46237230444822	0.051
dDocent_Contig_249798:42	dDocent_Contig_249798:42	C	3.5074131089899	0.058
dDocent_Contig_249327:53	dDocent_Contig_249327:53	C	17.0020089956634	0
dDocent_Contig_106699:10	dDocent_Contig_106699:10	C	1.24265985118701	0.354
dDocent_Contig_47985:28	dDocent_Contig_47985:28	C	6.91303427234867	0.004
dDocent_Contig_156534:24	dDocent_Contig_156534:24	C	4.02131759701996	0.061
dDocent_Contig_145804:41	dDocent_Contig_145804:41	C	1.75286773088541	0.297
dDocent_Contig_68843:57	dDocent_Contig_68843:57	C	0.602719249200334	0.6
dDocent_Contig_91420:53	dDocent_Contig_91420:53	C	14.6526860080379	0
dDocent_Contig_56445:45	dDocent_Contig_56445:45	C	1.32530404623783	0.333
dDocent_Contig_14852:67	dDocent_Contig_14852:67	C	5.4433022278392	0.003
dDocent_Contig_16846:22	dDocent_Contig_16846:22	C	7.40094990207113	0.002
dDocent_Contig_17348:36	dDocent_Contig_17348:36	C	8.72312290176514	0.003
dDocent_Contig_227479:48	dDocent_Contig_227479:48	C	6.59674438693294	0.019
dDocent_Contig_252607:32	dDocent_Contig_252607:32	C	3.97522390777797	0.025
dDocent_Contig_154684:44	dDocent_Contig_154684:44	C	3.06512283708213	0.105
dDocent_Contig_136695:75	dDocent_Contig_136695:75	C	4.39397624036845	0.016
dDocent_Contig_133593:20	dDocent_Contig_133593:20	C	10.7002005592226	0
dDocent_Contig_11442:47	dDocent_Contig_11442:47	C	0.980439173671826	0.499
dDocent_Contig_67688:53	dDocent_Contig_67688:53	C	2.96738967822954	0.083
dDocent_Contig_90212:9	dDocent_Contig_90212:9	C	5.74800464158252	0.01
dDocent_Contig_106242:10	dDocent_Contig_106242:10	C	1.95052067900843	0.239
dDocent_Contig_92399:25	dDocent_Contig_92399:25	C	0.852136476586296	0.451
dDocent_Contig_21002:45	dDocent_Contig_21002:45	C	4.52251084002461	0.051
dDocent_Contig_229760:60	dDocent_Contig_229760:60	C	22.0764592137754	0
dDocent_Contig_238636:39	dDocent_Contig_238636:39	C	1.65638958817321	0.266
dDocent_Contig_78768:56	dDocent_Contig_78768:56	C	2.92598424670166	0.134
dDocent_Contig_59995:16	dDocent_Contig_59995:16	C	3.41840726951157	0.067
dDocent_Contig_886:62	dDocent_Contig_886:62	C	14.3194435500818	0
dDocent_Contig_26417:12	dDocent_Contig_26417:12	C	7.93224746192807	0.001
dDocent_Contig_40843:11	dDocent_Contig_40843:11	C	1.12889334927721	0.392
dDocent_Contig_193810:48	dDocent_Contig_193810:48	C	2.21907969823847	0.179
dDocent_Contig_56719:41	dDocent_Contig_56719:41	C	3.15509438059378	0.095
dDocent_Contig_7969:30	dDocent_Contig_7969:30	C	9.15211548670892	0
dDocent_Contig_54402:63	dDocent_Contig_54402:63	C	2.63371930534191	0.102
dDocent_Contig_75847:71	dDocent_Contig_75847:71	C	0.621418486731763	0.566
dDocent_Contig_22454:10	dDocent_Contig_22454:10	C	8.20165075414714	0
dDocent_Contig_125840:48	dDocent_Contig_125840:48	C	4.25209586143188	0.037
dDocent_Contig_182231:71	dDocent_Contig_182231:71	C	1.27970540943511	0.298
dDocent_Contig_6726:57	dDocent_Contig_6726:57	C	6.81246051168895	0.004
dDocent_Contig_167234:38	dDocent_Contig_167234:38	C	1.95255359287037	0.229
dDocent_Contig_144736:18	dDocent_Contig_144736:18	C	4.77829110097876	0.035
dDocent_Contig_35793:42	dDocent_Contig_35793:42	C	2.39723449504293	0.164
dDocent_Contig_74718:43	dDocent_Contig_74718:43	C	3.03145971420814	0.116
dDocent_Contig_150223:11	dDocent_Contig_150223:11	C	4.30396761154084	0.028
dDocent_Contig_23428:14	dDocent_Contig_23428:14	C	2.39824061617031	0.131
dDocent_Contig_22763:48	dDocent_Contig_22763:48	C	8.99308078824062	0
dDocent_Contig_79142:13	dDocent_Contig_79142:13	C	4.85145783602368	0.025
dDocent_Contig_104976:76	dDocent_Contig_104976:76	C	2.35735946106077	0.134
dDocent_Contig_71311:17	dDocent_Contig_71311:17	C	7.91345616261623	0
dDocent_Contig_242013:32	dDocent_Contig_242013:32	C	1.95038611082456	0.25
dDocent_Contig_251125:74	dDocent_Contig_251125:74	C	12.2149198314502	0
dDocent_Contig_133728:60	dDocent_Contig_133728:60	C	7.12819906484194	0.005
dDocent_Contig_67403:13	dDocent_Contig_67403:13	C	7.25862479198133	0.003
dDocent_Contig_88527:37	dDocent_Contig_88527:37	C	1.30418272340107	0.331
dDocent_Contig_156462:10	dDocent_Contig_156462:10	C	3.72748974006933	0.058
dDocent_Contig_902:29	dDocent_Contig_902:29	C	4.94618218161487	0.041
dDocent_Contig_138186:15	dDocent_Contig_138186:15	C	3.73348088675164	0.063
dDocent_Contig_97140:75	dDocent_Contig_97140:75	C	8.39233521550088	0.001
dDocent_Contig_235387:30	dDocent_Contig_235387:30	C	31.2205387344317	0
dDocent_Contig_40302:10	dDocent_Contig_40302:10	C	0.613040099177979	0.545
dDocent_Contig_80096:21	dDocent_Contig_80096:21	C	9.0506767188708	0
dDocent_Contig_140305:80	dDocent_Contig_140305:80	C	7.74491724084906	0.001
dDocent_Contig_55067:81	dDocent_Contig_55067:81	C	0.911371051412161	0.438
dDocent_Contig_200429:31	dDocent_Contig_200429:31	C	1.42216076521862	0.343
dDocent_Contig_975:36	dDocent_Contig_975:36	C	10.5086813967825	0
dDocent_Contig_35648:7	dDocent_Contig_35648:7	C	2.01987739140098	0.254
dDocent_Contig_77283:22	dDocent_Contig_77283:22	C	3.51168418707871	0.101
dDocent_Contig_106587:44	dDocent_Contig_106587:44	C	6.4244339041799	0.008
dDocent_Contig_244973:34	dDocent_Contig_244973:34	C	1.33532790546766	0.311
dDocent_Contig_87662:43	dDocent_Contig_87662:43	C	2.57788277634602	0.139
dDocent_Contig_45820:8	dDocent_Contig_45820:8	C	1.87332901466608	0.296
dDocent_Contig_70500:26	dDocent_Contig_70500:26	C	11.1354706719228	0
dDocent_Contig_82987:24	dDocent_Contig_82987:24	C	13.7956746873821	0
dDocent_Contig_129942:39	dDocent_Contig_129942:39	C	2.33953603505201	0.158
dDocent_Contig_84496:17	dDocent_Contig_84496:17	C	2.5197383393575	0.159
dDocent_Contig_68719:43	dDocent_Contig_68719:43	C	-0.30330740015053	0.873
dDocent_Contig_108268:27	dDocent_Contig_108268:27	C	5.17622925571776	0.027
dDocent_Contig_83100:7	dDocent_Contig_83100:7	C	1.77287534982746	0.289
dDocent_Contig_85304:24	dDocent_Contig_85304:24	C	10.8577922577446	0
dDocent_Contig_228399:43	dDocent_Contig_228399:43	C	5.58778668387033	0.005
dDocent_Contig_21609:55	dDocent_Contig_21609:55	C	3.70486067731575	0.064
dDocent_Contig_26032:35	dDocent_Contig_26032:35	C	6.04090700225271	0.008
dDocent_Contig_91378:14	dDocent_Contig_91378:14	C	9.96159805978807	0
dDocent_Contig_52943:23	dDocent_Contig_52943:23	C	3.20664822658871	0.093
dDocent_Contig_59871:35	dDocent_Contig_59871:35	C	1.87714967874865	0.25
dDocent_Contig_15430:7	dDocent_Contig_15430:7	C	5.71186004570498	0.012
dDocent_Contig_231810:40	dDocent_Contig_231810:40	C	1.92431759006149	0.233
dDocent_Contig_187215:32	dDocent_Contig_187215:32	C	15.5616818640555	0
dDocent_Contig_2681:33	dDocent_Contig_2681:33	C	2.58166201629011	0.107
dDocent_Contig_80082:9	dDocent_Contig_80082:9	C	7.26557053325607	0.006
dDocent_Contig_137864:27	dDocent_Contig_137864:27	C	0.703106488000643	0.552
dDocent_Contig_130014:35	dDocent_Contig_130014:35	C	7.97214782739601	0.005
dDocent_Contig_77511:25	dDocent_Contig_77511:25	C	4.30571022682985	0.026
dDocent_Contig_227210:35	dDocent_Contig_227210:35	C	2.73916509915568	0.094
dDocent_Contig_82159:39	dDocent_Contig_82159:39	C	7.8538595236091	0.004
dDocent_Contig_25406:31	dDocent_Contig_25406:31	C	1.37174284365476	0.403
dDocent_Contig_86685:25	dDocent_Contig_86685:25	C	4.11906931323367	0.04
dDocent_Contig_19307:80	dDocent_Contig_19307:80	C	5.91171179854716	0.019
dDocent_Contig_6680:18	dDocent_Contig_6680:18	C	2.72886111165943	0.09
dDocent_Contig_15686:46	dDocent_Contig_15686:46	C	5.3173241934973	0.018
dDocent_Contig_94464:43	dDocent_Contig_94464:43	C	3.50623947839681	0.06
dDocent_Contig_49132:24	dDocent_Contig_49132:24	C	0.952026270318896	0.457
dDocent_Contig_187741:38	dDocent_Contig_187741:38	C	5.55221154269918	0.015
dDocent_Contig_239298:36	dDocent_Contig_239298:36	C	5.14949328578773	0.027
dDocent_Contig_227539:77	dDocent_Contig_227539:77	C	1.66043104602811	0.272
dDocent_Contig_129834:16	dDocent_Contig_129834:16	C	12.9309465552714	0
dDocent_Contig_65062:36	dDocent_Contig_65062:36	C	0.666519155023607	0.475
dDocent_Contig_237840:23	dDocent_Contig_237840:23	C	6.41732301392219	0.005
dDocent_Contig_258897:49	dDocent_Contig_258897:49	C	3.51157896140539	0.06
dDocent_Contig_112595:8	dDocent_Contig_112595:8	C	11.836223622815	0
dDocent_Contig_50545:46	dDocent_Contig_50545:46	C	3.2789352892964	0.069
dDocent_Contig_229171:53	dDocent_Contig_229171:53	C	4.30520851047154	0.055
dDocent_Contig_1323:10	dDocent_Contig_1323:10	C	2.10581409381382	0.17
dDocent_Contig_134191:22	dDocent_Contig_134191:22	C	2.5726386050185	0.126
dDocent_Contig_100750:17	dDocent_Contig_100750:17	C	1.76640995536523	0.246
dDocent_Contig_14842:35	dDocent_Contig_14842:35	C	2.17841415696675	0.148
dDocent_Contig_61234:43	dDocent_Contig_61234:43	C	3.13098730445676	0.086
dDocent_Contig_7418:16	dDocent_Contig_7418:16	C	2.30082040128006	0.188
dDocent_Contig_250195:18	dDocent_Contig_250195:18	C	6.629585855132	0.001
dDocent_Contig_64153:60	dDocent_Contig_64153:60	C	4.65470731273086	0.018
dDocent_Contig_46628:41	dDocent_Contig_46628:41	C	3.94291372277657	0.055
dDocent_Contig_75271:15	dDocent_Contig_75271:15	C	1.33040689258041	0.322
dDocent_Contig_131762:20	dDocent_Contig_131762:20	C	40.9472132847118	0
dDocent_Contig_204251:78	dDocent_Contig_204251:78	C	4.29223868253137	0.032
dDocent_Contig_5377:57	dDocent_Contig_5377:57	C	3.88695466720262	0.055
dDocent_Contig_256460:66	dDocent_Contig_256460:66	C	19.3648229422172	0
dDocent_Contig_87288:14	dDocent_Contig_87288:14	C	0.723907778825179	0.552
dDocent_Contig_5637:78	dDocent_Contig_5637:78	C	10.822020152903	0
dDocent_Contig_67924:11	dDocent_Contig_67924:11	C	4.72161293132945	0.023
dDocent_Contig_21670:9	dDocent_Contig_21670:9	C	7.41728795370784	0.003
dDocent_Contig_88203:12	dDocent_Contig_88203:12	C	8.35210363544968	0
dDocent_Contig_49369:34	dDocent_Contig_49369:34	C	15.0449079308261	0
dDocent_Contig_83276:68	dDocent_Contig_83276:68	C	5.83853656054407	0.008
dDocent_Contig_15325:43	dDocent_Contig_15325:43	C	9.95343397298331	0
dDocent_Contig_223103:26	dDocent_Contig_223103:26	C	1.27521621042357	0.418
dDocent_Contig_256462:42	dDocent_Contig_256462:42	C	11.5635365357894	0.001
dDocent_Contig_102001:60	dDocent_Contig_102001:60	C	6.73585185128992	0.007
dDocent_Contig_15963:8	dDocent_Contig_15963:8	C	0.312781234057269	0.631
dDocent_Contig_40285:66	dDocent_Contig_40285:66	C	0.286405217417354	0.735
dDocent_Contig_259958:20	dDocent_Contig_259958:20	C	4.20873547971507	0.03
dDocent_Contig_253868:24	dDocent_Contig_253868:24	C	2.15996215130399	0.181
dDocent_Contig_95500:66	dDocent_Contig_95500:66	C	3.26380236476841	0.095
dDocent_Contig_233794:20	dDocent_Contig_233794:20	C	5.00654007676736	0.029
dDocent_Contig_233794:32	dDocent_Contig_233794:32	C	1.16545946744915	0.418
dDocent_Contig_88196:40	dDocent_Contig_88196:40	C	8.9685662814131	0.002
dDocent_Contig_123985:12	dDocent_Contig_123985:12	C	5.71246782928802	0.01
dDocent_Contig_25051:44	dDocent_Contig_25051:44	C	40.975292527324	0
dDocent_Contig_95712:13	dDocent_Contig_95712:13	C	1.33081048940676	0.412
dDocent_Contig_114243:61	dDocent_Contig_114243:61	C	2.45689957892901	0.133
dDocent_Contig_23458:68	dDocent_Contig_23458:68	C	7.33801801749101	0.002
dDocent_Contig_141832:45	dDocent_Contig_141832:45	C	1.4548523050905	0.351
dDocent_Contig_16747:16	dDocent_Contig_16747:16	C	6.18032837004812	0.005
dDocent_Contig_2381:17	dDocent_Contig_2381:17	C	1.7232554917456	0.246
dDocent_Contig_229599:31	dDocent_Contig_229599:31	C	2.03699799819168	0.194
dDocent_Contig_58446:56	dDocent_Contig_58446:56	C	5.75340953426568	0.008
dDocent_Contig_89598:21	dDocent_Contig_89598:21	C	3.86941446944415	0.047
dDocent_Contig_67249:40	dDocent_Contig_67249:40	C	14.4154898014505	0
dDocent_Contig_224722:63	dDocent_Contig_224722:63	C	7.13925137170446	0.004
dDocent_Contig_70512:47	dDocent_Contig_70512:47	C	4.81068088201511	0.021
dDocent_Contig_84764:32	dDocent_Contig_84764:32	C	8.90076338125365	0
dDocent_Contig_139968:11	dDocent_Contig_139968:11	C	1.77369226606015	0.245
dDocent_Contig_236449:74	dDocent_Contig_236449:74	C	2.53746104495043	0.115
dDocent_Contig_198289:79	dDocent_Contig_198289:79	C	14.0997399014998	0
dDocent_Contig_94401:17	dDocent_Contig_94401:17	C	6.05009596516703	0.005
dDocent_Contig_149988:18	dDocent_Contig_149988:18	C	8.68208224843863	0
dDocent_Contig_2852:61	dDocent_Contig_2852:61	C	8.5194617156983	0.002
dDocent_Contig_187018:78	dDocent_Contig_187018:78	C	2.14178950437537	0.154
dDocent_Contig_257224:16	dDocent_Contig_257224:16	C	26.3501253130743	0
dDocent_Contig_95769:11	dDocent_Contig_95769:11	C	5.37345128531476	0.009
dDocent_Contig_31336:19	dDocent_Contig_31336:19	C	16.1431234639745	0
dDocent_Contig_16334:35	dDocent_Contig_16334:35	C	2.06865177857964	0.218
dDocent_Contig_168148:25	dDocent_Contig_168148:25	C	5.78086678887637	0.005
dDocent_Contig_4620:33	dDocent_Contig_4620:33	C	9.17233469997643	0.001
dDocent_Contig_154877:53	dDocent_Contig_154877:53	C	5.04180302991031	0.013
dDocent_Contig_136695:63	dDocent_Contig_136695:63	C	6.33846460793544	0.006
dDocent_Contig_31348:32	dDocent_Contig_31348:32	C	6.77136504064531	0.001
dDocent_Contig_71056:47	dDocent_Contig_71056:47	C	6.83609570624249	0.004
dDocent_Contig_259699:65	dDocent_Contig_259699:65	C	4.00241209992733	0.047
dDocent_Contig_2627:41	dDocent_Contig_2627:41	C	2.89924848391314	0.092
dDocent_Contig_51875:74	dDocent_Contig_51875:74	C	5.36930525259286	0.007
dDocent_Contig_198349:36	dDocent_Contig_198349:36	C	2.22415188261787	0.215
dDocent_Contig_99313:51	dDocent_Contig_99313:51	C	21.0690939097854	0
dDocent_Contig_259662:14	dDocent_Contig_259662:14	C	1.00534999468741	0.488
dDocent_Contig_225857:54	dDocent_Contig_225857:54	C	2.76115169043035	0.118
dDocent_Contig_32297:19	dDocent_Contig_32297:19	C	10.6461288465205	0
dDocent_Contig_137105:27	dDocent_Contig_137105:27	C	9.27445472959601	0.004
dDocent_Contig_53102:52	dDocent_Contig_53102:52	C	7.31790740825896	0.003
dDocent_Contig_59934:36	dDocent_Contig_59934:36	C	15.494537151535	0
dDocent_Contig_111601:57	dDocent_Contig_111601:57	C	8.86315975280216	0.001
dDocent_Contig_87619:13	dDocent_Contig_87619:13	C	11.4591057735256	0.001
dDocent_Contig_167393:19	dDocent_Contig_167393:19	C	4.52264290947552	0.023
dDocent_Contig_67804:51	dDocent_Contig_67804:51	C	16.8936241886112	0
dDocent_Contig_11624:39	dDocent_Contig_11624:39	C	1.81822230766741	0.184
dDocent_Contig_25771:37	dDocent_Contig_25771:37	C	5.68433735554946	0.016
dDocent_Contig_2559:35	dDocent_Contig_2559:35	C	10.187152815422	0.001
dDocent_Contig_84681:42	dDocent_Contig_84681:42	C	11.3210535462548	0
dDocent_Contig_69231:14	dDocent_Contig_69231:14	C	20.4596708287865	0
dDocent_Contig_195690:47	dDocent_Contig_195690:47	C	15.7814729008353	0
dDocent_Contig_25372:42	dDocent_Contig_25372:42	C	3.77275247832058	0.059
dDocent_Contig_222965:70	dDocent_Contig_222965:70	C	7.64781378141879	0.007
dDocent_Contig_24834:16	dDocent_Contig_24834:16	C	3.54280526727348	0.063
dDocent_Contig_97140:76	dDocent_Contig_97140:76	C	3.34195507550943	0.08
dDocent_Contig_94282:9	dDocent_Contig_94282:9	C	12.8021779720161	0
dDocent_Contig_55129:47	dDocent_Contig_55129:47	C	4.61504669648312	0.026
dDocent_Contig_7465:79	dDocent_Contig_7465:79	C	0.94443927613959	0.484
dDocent_Contig_188286:66	dDocent_Contig_188286:66	C	3.16658580866324	0.096
dDocent_Contig_7130:15	dDocent_Contig_7130:15	C	7.60207213787217	0.002
dDocent_Contig_67525:39	dDocent_Contig_67525:39	C	3.14999117878378	0.081
dDocent_Contig_100528:17	dDocent_Contig_100528:17	C	1.06963348341067	0.367
dDocent_Contig_93567:30	dDocent_Contig_93567:30	C	0.999921609508959	0.485
